doc_id,username,acteur_type,orientation_politique,orientation_politique_macro,create_time,topic_rerun,topic_june,statut,famille,cadrage,cadrage_id
421,bfmtv,media,Media-Droite,Media-Droite,1773610863,1,1.0,exclu,,,
422,bfmtv,media,Media-Droite,Media-Droite,1773607832,16,17.0,exclu,,,
423,bfmtv,media,Media-Droite,Media-Droite,1773603603,1,1.0,exclu,,,
424,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1772622860,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
425,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1772127063,1,1.0,exclu,,,
426,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1772040526,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
427,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771953488,23,,exclu,,,
428,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771835676,-1,-1.0,outlier,,,
429,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771603922,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
430,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771578433,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
431,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771521394,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
432,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771518652,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
433,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771425046,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
434,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771407761,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
435,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771349030,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
436,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771320926,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
437,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771262420,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
438,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771261639,-1,-1.0,outlier,,,
439,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1771234866,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
440,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1775120110,3,,exclu,,,
441,cnews,media,Media-Extreme-Droite,Media-Extreme-Droite,1774289100,1,1.0,exclu,,,
442,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1772730083,-1,-1.0,outlier,,,
443,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1772046072,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
444,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1772010145,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
445,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771945099,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
446,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771858856,-1,-1.0,outlier,,,
447,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771761439,-1,-1.0,outlier,,,
448,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771527659,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
449,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771434100,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
450,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771410254,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
451,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771319112,-1,-1.0,outlier,,,
452,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1771261266,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
453,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1775199637,3,,exclu,,,
454,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1773998261,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
455,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1773687693,1,1.0,exclu,,,
456,europe1,media,Media-Extreme-Droite,Media-Extreme-Droite,1776952932,3,,exclu,,,
457,lexpress,media,Media-Droite,Media-Droite,1771434264,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
458,lexpress,media,Media-Droite,Media-Droite,1771344618,-1,-1.0,outlier,,,
459,lexpress,media,Media-Droite,Media-Droite,1773682221,1,1.0,exclu,,,
460,le_progres_,media,Media-Régional,Media-Régional,1772988267,18,19.0,exclu,,,
461,le_progres_,media,Media-Régional,Media-Régional,1772730070,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
462,le_progres_,media,Media-Régional,Media-Régional,1772201400,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
463,le_progres_,media,Media-Régional,Media-Régional,1772001019,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
464,le_progres_,media,Media-Régional,Media-Régional,1771930947,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
465,le_progres_,media,Media-Régional,Media-Régional,1771694160,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
466,le_progres_,media,Media-Régional,Media-Régional,1771687825,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
467,le_progres_,media,Media-Régional,Media-Régional,1771685257,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
468,le_progres_,media,Media-Régional,Media-Régional,1771681965,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
469,le_progres_,media,Media-Régional,Media-Régional,1771676529,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
470,le_progres_,media,Media-Régional,Media-Régional,1771671627,-1,-1.0,outlier,,,
471,le_progres_,media,Media-Régional,Media-Régional,1771623012,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
472,le_progres_,media,Media-Régional,Media-Régional,1771519394,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
473,le_progres_,media,Media-Régional,Media-Régional,1771434624,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
474,le_progres_,media,Media-Régional,Media-Régional,1771423161,21,22.0,exclu,,,
475,le_progres_,media,Media-Régional,Media-Régional,1771415517,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
476,le_progres_,media,Media-Régional,Media-Régional,1771365484,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
477,le_progres_,media,Media-Régional,Media-Régional,1771339778,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
478,le_progres_,media,Media-Régional,Media-Régional,1771337727,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
479,le_progres_,media,Media-Régional,Media-Régional,1771259264,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
480,le_progres_,media,Media-Régional,Media-Régional,1771244235,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
481,le_progres_,media,Media-Régional,Media-Régional,1771084326,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
482,le_progres_,media,Media-Régional,Media-Régional,1775061020,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
483,le_progres_,media,Media-Régional,Media-Régional,1774717200,5,6.0,exclu,,,
484,le_progres_,media,Media-Régional,Media-Régional,1774386022,-1,-1.0,outlier,,,
485,le_progres_,media,Media-Régional,Media-Régional,1774091296,1,1.0,exclu,,,
486,le_progres_,media,Media-Régional,Media-Régional,1773934210,16,17.0,exclu,,,
487,le_progres_,media,Media-Régional,Media-Régional,1773519417,-1,-1.0,outlier,,,
488,le_progres_,media,Media-Régional,Media-Régional,1773405911,24,23.0,garder,Cadre interprétatif,Révélations Mediapart sur le passé néonazi de Quentin Deranque et déconstruction de la figure du martyr,7
489,le_progres_,media,Media-Régional,Media-Régional,1773310515,18,19.0,exclu,,,
490,le_progres_,media,Media-Régional,Media-Régional,1776431253,21,22.0,exclu,,,
491,le_progres_,media,Media-Régional,Media-Régional,1776274273,3,,exclu,,,
492,lefigaro,media,Media-Droite,Media-Droite,1771873200,-1,-1.0,outlier,,,
493,lefigaro,media,Media-Droite,Media-Droite,1771610419,-1,-1.0,outlier,,,
494,lefigaro,media,Media-Droite,Media-Droite,1771606827,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
495,lefigaro,media,Media-Droite,Media-Droite,1771583420,-1,-1.0,outlier,,,
496,lefigaro,media,Media-Droite,Media-Droite,1771525813,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
497,lefigaro,media,Media-Droite,Media-Droite,1771520202,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
498,lefigaro,media,Media-Droite,Media-Droite,1771452603,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
499,lefigaro,media,Media-Droite,Media-Droite,1771438512,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
500,lefigaro,media,Media-Droite,Media-Droite,1771430874,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
501,lefigaro,media,Media-Droite,Media-Droite,1771430717,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
502,lefigaro,media,Media-Droite,Media-Droite,1771429513,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
503,lefigaro,media,Media-Droite,Media-Droite,1771428678,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
504,lefigaro,media,Media-Droite,Media-Droite,1771342215,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
505,lefigaro,media,Media-Droite,Media-Droite,1771261230,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
506,lefigaro,media,Media-Droite,Media-Droite,1771179902,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
507,lefigaro,media,Media-Droite,Media-Droite,1771176160,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
508,lefigaro,media,Media-Droite,Media-Droite,1771163073,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
509,lefigaro,media,Media-Droite,Media-Droite,1771084788,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
510,lefigaro,media,Media-Droite,Media-Droite,1770800464,3,,exclu,,,
511,lefigaro,media,Media-Droite,Media-Droite,1774548212,3,,exclu,,,
512,lefigaro,media,Media-Droite,Media-Droite,1774537228,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
513,lefigaro,media,Media-Droite,Media-Droite,1773765009,1,1.0,exclu,,,
514,lefigaro,media,Media-Droite,Media-Droite,1773748813,16,17.0,exclu,,,
515,lefigaro,media,Media-Droite,Media-Droite,1773675007,1,1.0,exclu,,,
516,leparisien,media,Media-Centre,Media-Centre,1773162571,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
517,leparisien,media,Media-Centre,Media-Centre,1772817191,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
518,leparisien,media,Media-Centre,Media-Centre,1771696201,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
519,leparisien,media,Media-Centre,Media-Centre,1771416615,21,22.0,exclu,,,
520,leparisien,media,Media-Centre,Media-Centre,1771264199,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
521,leparisien,media,Media-Centre,Media-Centre,1771253474,-1,-1.0,outlier,,,
522,leparisien,media,Media-Centre,Media-Centre,1771243372,-1,-1.0,outlier,,,
523,leparisien,media,Media-Centre,Media-Centre,1771098795,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
524,leparisien,media,Media-Centre,Media-Centre,1773614448,1,1.0,exclu,,,
525,leparisien,media,Media-Centre,Media-Centre,1776357799,-1,-1.0,outlier,,,
526,lesechos.fr,media,Media-Droite,Media-Droite,1773749763,16,17.0,exclu,,,
527,rmc_off,media,Media-Centre,Media-Centre,1771956000,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
528,rmc_off,media,Media-Centre,Media-Centre,1771935300,-1,-1.0,outlier,,,
529,rmc_off,media,Media-Centre,Media-Centre,1771582355,-1,-1.0,outlier,,,
530,rmc_off,media,Media-Centre,Media-Centre,1771434301,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
531,rmc_off,media,Media-Centre,Media-Centre,1771418558,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
532,rmc_off,media,Media-Centre,Media-Centre,1771329568,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
533,rmc_off,media,Media-Centre,Media-Centre,1771323750,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
534,rmc_off,media,Media-Centre,Media-Centre,1771237690,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
535,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1773153623,-1,-1.0,outlier,,,
536,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1772094224,-1,-1.0,outlier,,,
537,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1772013816,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
538,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1771839624,3,,exclu,,,
539,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1771494565,-1,-1.0,outlier,,,
540,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1771435469,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
541,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1771403418,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
542,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1771325164,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
543,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1771238576,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
544,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1775140000,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
545,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1774345252,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
546,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1773743516,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
547,sudradio,media,Media-Extreme-Droite,Media-Extreme-Droite,1773674510,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
548,tf1info,media,Media-Droite,Media-Droite,1772226000,-1,-1.0,outlier,,,
549,tf1info,media,Media-Droite,Media-Droite,1772182613,22,21.0,garder,Cadre interprétatif,« Bascule fasciste » et « danger de l'extrême droite » : contre-cadrage de LFI,8
550,tf1info,media,Media-Droite,Media-Droite,1771880969,-1,-1.0,outlier,,,
551,tf1info,media,Media-Droite,Media-Droite,1771842080,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
552,tf1info,media,Media-Droite,Media-Droite,1771602230,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
553,tf1info,media,Media-Droite,Media-Droite,1771582862,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
554,tf1info,media,Media-Droite,Media-Droite,1771524000,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
555,tf1info,media,Media-Droite,Media-Droite,1771504690,-1,-1.0,outlier,,,
556,tf1info,media,Media-Droite,Media-Droite,1771494805,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
557,tf1info,media,Media-Droite,Media-Droite,1771446600,-1,-1.0,outlier,,,
558,tf1info,media,Media-Droite,Media-Droite,1771432800,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
559,tf1info,media,Media-Droite,Media-Droite,1771429446,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
560,tf1info,media,Media-Droite,Media-Droite,1771423302,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
561,tf1info,media,Media-Droite,Media-Droite,1771355845,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
562,tf1info,media,Media-Droite,Media-Droite,1771340073,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
563,tf1info,media,Media-Droite,Media-Droite,1771257229,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
564,tf1info,media,Media-Droite,Media-Droite,1771256767,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
565,tf1info,media,Media-Droite,Media-Droite,1771243200,-1,-1.0,outlier,,,
566,tf1info,media,Media-Droite,Media-Droite,1771233039,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
567,tf1info,media,Media-Droite,Media-Droite,1771189496,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
568,tf1info,media,Media-Droite,Media-Droite,1771097331,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
569,tf1info,media,Media-Droite,Media-Droite,1773605761,1,1.0,exclu,,,
570,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1773169698,18,19.0,exclu,,,
571,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1771604478,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
572,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1771520415,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
573,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1771263677,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
574,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1771006391,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
575,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1775158973,23,,exclu,,,
576,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1775064367,3,,exclu,,,
577,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1775059606,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
578,va.plus,media,Media-Extreme-Droite,Media-Extreme-Droite,1773255974,18,19.0,exclu,,,
579,laradionova,media,Media-Gauche,Media-Gauche,1772446098,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
580,laradionova,media,Media-Gauche,Media-Gauche,1775417926,3,,exclu,,,
581,laradionova,media,Media-Gauche,Media-Gauche,1773767464,-1,-1.0,outlier,,,
582,laradionova,media,Media-Gauche,Media-Gauche,1773681123,1,1.0,exclu,,,
583,laradionova,media,Media-Gauche,Media-Gauche,1776853874,-1,-1.0,outlier,,,
584,laradionova,media,Media-Gauche,Media-Gauche,1776249212,3,,exclu,,,
585,franctireurmag,media,Media-Droite,Media-Droite,1773047613,23,,exclu,,,
586,franctireurmag,media,Media-Droite,Media-Droite,1774800420,1,1.0,exclu,,,
587,franctireurmag,media,Media-Droite,Media-Droite,1774346442,23,,exclu,,,
588,franctireurmag,media,Media-Droite,Media-Droite,1773424313,-1,-1.0,outlier,,,
589,t18_officiel,media,Media-Centre,Media-Centre,1771931359,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
590,t18_officiel,media,Media-Centre,Media-Centre,1771502400,-1,-1.0,outlier,,,
591,t18_officiel,media,Media-Centre,Media-Centre,1771491091,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
592,t18_officiel,media,Media-Centre,Media-Centre,1771406817,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
593,loopsider,media,Media-Centre,Media-Centre,1772012914,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
594,brutofficiel,media,Media-Centre,Media-Centre,1771707781,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
595,brutofficiel,media,Media-Centre,Media-Centre,1771510947,-1,-1.0,outlier,,,
596,brutofficiel,media,Media-Centre,Media-Centre,1771431516,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
597,brutofficiel,media,Media-Centre,Media-Centre,1773952012,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
598,brutofficiel,media,Media-Centre,Media-Centre,1773604096,1,1.0,exclu,,,
599,brutofficiel,media,Media-Centre,Media-Centre,1773432709,24,23.0,garder,Cadre interprétatif,Révélations Mediapart sur le passé néonazi de Quentin Deranque et déconstruction de la figure du martyr,7
600,brutofficiel,media,Media-Centre,Media-Centre,1773255586,21,22.0,exclu,,,
601,brutofficiel,media,Media-Centre,Media-Centre,1776422723,-1,-1.0,outlier,,,
602,brutofficiel,media,Media-Centre,Media-Centre,1776276396,3,,exclu,,,
603,laprovence_,media,Media-Régional,Media-Régional,1772027212,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
604,laprovence_,media,Media-Régional,Media-Régional,1773746368,16,17.0,exclu,,,
605,laprovence_,media,Media-Régional,Media-Régional,1773609503,16,17.0,exclu,,,
606,laprovence_,media,Media-Régional,Media-Régional,1773346896,16,17.0,exclu,,,
607,laprovence_,media,Media-Régional,Media-Régional,1777059765,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
608,ledauphinelibere,media,Media-Régional,Media-Régional,1772731825,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
609,ledauphinelibere,media,Media-Régional,Media-Régional,1771930947,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
610,ledauphinelibere,media,Media-Régional,Media-Régional,1771701399,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
611,ledauphinelibere,media,Media-Régional,Media-Régional,1771687825,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
612,ledauphinelibere,media,Media-Régional,Media-Régional,1771685258,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
613,ledauphinelibere,media,Media-Régional,Media-Régional,1771681965,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
614,ledauphinelibere,media,Media-Régional,Media-Régional,1771676539,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
615,ledauphinelibere,media,Media-Régional,Media-Régional,1771671626,-1,-1.0,outlier,,,
616,ledauphinelibere,media,Media-Régional,Media-Régional,1771623008,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
617,ledauphinelibere,media,Media-Régional,Media-Régional,1771519395,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
618,ledauphinelibere,media,Media-Régional,Media-Régional,1771477221,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
619,ledauphinelibere,media,Media-Régional,Media-Régional,1771423161,21,22.0,exclu,,,
620,ledauphinelibere,media,Media-Régional,Media-Régional,1771354999,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
621,ledauphinelibere,media,Media-Régional,Media-Régional,1771354822,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
622,ledauphinelibere,media,Media-Régional,Media-Régional,1771346972,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
623,ledauphinelibere,media,Media-Régional,Media-Régional,1771339676,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
624,ledauphinelibere,media,Media-Régional,Media-Régional,1771337732,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
625,ledauphinelibere,media,Media-Régional,Media-Régional,1771260124,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
626,ledauphinelibere,media,Media-Régional,Media-Régional,1771250417,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
627,ledauphinelibere,media,Media-Régional,Media-Régional,1771084326,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
628,ledauphinelibere,media,Media-Régional,Media-Régional,1775230673,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
629,ledauphinelibere,media,Media-Régional,Media-Régional,1775144714,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
630,ledauphinelibere,media,Media-Régional,Media-Régional,1774386020,-1,-1.0,outlier,,,
631,ledauphinelibere,media,Media-Régional,Media-Régional,1774090817,1,1.0,exclu,,,
632,ledauphinelibere,media,Media-Régional,Media-Régional,1773641891,1,1.0,exclu,,,
